gene_symbol	hgnc_approved_symbol	ensembl_gene_id	n_promoters_in_target_library	in_lambert_2018	lambert_2018_dbd	jaspar_tf_class	jaspar_tf_family
ZNF511	ZNF511	ENSG00000198546	1	True	C2H2 ZF		
ZNF512	ZNF512	ENSG00000243943	1	True	C2H2 ZF; BED ZF		
ZNF512B	ZNF512B	ENSG00000196700	1	True	C2H2 ZF		
ZNF513	ZNF513	ENSG00000163795	1	True	C2H2 ZF		
ZNF514	ZNF514	ENSG00000144026	2	True	C2H2 ZF		
ZNF516	ZNF516	ENSG00000101493	1	True	C2H2 ZF		
ZNF517	ZNF517	ENSG00000197363	1	True	C2H2 ZF		
ZNF518A	ZNF518A	ENSG00000177853	1	True	C2H2 ZF		
ZNF518B	ZNF518B	ENSG00000178163	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF519	ZNF519	ENSG00000175322	1	True	C2H2 ZF		
ZNF521	ZNF521	ENSG00000198795	1	True	C2H2 ZF		
ZNF524	ZNF524	ENSG00000171443	1	True	C2H2 ZF; AT hook	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF526	ZNF526	ENSG00000167625	1	True	C2H2 ZF		
ZNF527	ZNF527	ENSG00000189164	1	True	C2H2 ZF		
ZNF528	ZNF528	ENSG00000167555	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF529	ZNF529	ENSG00000186020	1	True	C2H2 ZF		
ZNF530	ZNF530	ENSG00000183647	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF532	ZNF532	ENSG00000074657	2	True	C2H2 ZF		
ZNF534	ZNF534	ENSG00000198633	1	True	C2H2 ZF		
ZNF536	ZNF536	ENSG00000198597	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF540	ZNF540	ENSG00000171817	2	True	C2H2 ZF		
ZNF541	ZNF541	ENSG00000118156	1	True	C2H2 ZF; Myb/SANT		
ZNF543	ZNF543	ENSG00000178229	1	True	C2H2 ZF		
ZNF544	ZNF544	ENSG00000198131	1	True	C2H2 ZF		
ZNF546	ZNF546	ENSG00000187187	1	True	C2H2 ZF		
ZNF547	ZNF547	ENSG00000152433	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF548	ZNF548	ENSG00000188785	1	True	C2H2 ZF		
ZNF549	ZNF549	ENSG00000121406	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF550	ZNF550	ENSG00000251369	1	True	C2H2 ZF		
ZNF551	ZNF551	ENSG00000204519	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF552	ZNF552	ENSG00000178935	1	True	C2H2 ZF		
ZNF554	ZNF554	ENSG00000172006	1	True	C2H2 ZF		
ZNF555	ZNF555	ENSG00000186300	1	True	C2H2 ZF		
ZNF556	ZNF556	ENSG00000172000	1	True	C2H2 ZF		
ZNF557	ZNF557	ENSG00000130544	1	True	C2H2 ZF		
ZNF558	ZNF558	ENSG00000167785	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF559	ZNF559	ENSG00000188321	1	True	C2H2 ZF		
ZNF559-ZNF177	ZNF559-ZNF177	ENSG00000270011	1	False			
ZNF560	ZNF560	ENSG00000198028	1	True	C2H2 ZF		
ZNF561	ZNF561	ENSG00000171469	1	True	C2H2 ZF		
ZNF562	ZNF562	ENSG00000171466	1	True	C2H2 ZF		
ZNF563	ZNF563	ENSG00000188868	1	True	C2H2 ZF		
ZNF564	ZNF564	ENSG00000249709	1	True	C2H2 ZF		
ZNF565	ZNF565	ENSG00000196357	1	True	C2H2 ZF		
ZNF566	ZNF566	ENSG00000186017	1	True	C2H2 ZF		
ZNF567	ZNF567	ENSG00000189042	1	True	C2H2 ZF		
ZNF568	ZNF568	ENSG00000198453	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF569	ZNF569	ENSG00000196437	1	True	C2H2 ZF		
ZNF57	ZNF57	ENSG00000171970	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF570	ZNF570	ENSG00000171827	2	True	C2H2 ZF		
ZNF571	ZNF571	ENSG00000180479	1	True	C2H2 ZF		
ZNF572	ZNF572	ENSG00000180938	1	True	C2H2 ZF		
ZNF573	ZNF573	ENSG00000189144	1	True	C2H2 ZF		
ZNF574	ZNF574	ENSG00000105732	2	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF575	ZNF575	ENSG00000176472	1	True	C2H2 ZF		
ZNF576	ZNF576	ENSG00000124444	1	True	C2H2 ZF		
ZNF577	ZNF577	ENSG00000161551	1	True	C2H2 ZF		
ZNF578	ZNF578	ENSG00000258405	1	True	C2H2 ZF		
ZNF579	ZNF579	ENSG00000218891	1	True	C2H2 ZF		
ZNF580	ZNF580	ENSG00000213015	2	True	C2H2 ZF		
ZNF581	ZNF581	ENSG00000171425	2	True	C2H2 ZF		
ZNF582	ZNF582	ENSG00000018869	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF583	ZNF583	ENSG00000198440	1	True	C2H2 ZF		
ZNF584	ZNF584	ENSG00000171574	1	True	C2H2 ZF		
ZNF585A	ZNF585A	ENSG00000196967	1	True	C2H2 ZF		
ZNF585B	ZNF585B	ENSG00000245680	1	True	C2H2 ZF		
ZNF586	ZNF586	ENSG00000083828	1	True	C2H2 ZF		
ZNF587	ZNF587	ENSG00000198466	1	True	C2H2 ZF		
ZNF587B	ZNF587B	ENSG00000269343	1	True	C2H2 ZF		
ZNF589	ZNF589	ENSG00000164048	1	True	C2H2 ZF		
ZNF592	ZNF592	ENSG00000166716	1	True	C2H2 ZF		
ZNF593	ZNF593	ENSG00000142684	1	True	C2H2 ZF		
ZNF594	ZNF594	ENSG00000180626	1	True	C2H2 ZF		
ZNF595	ZNF595	ENSG00000272602	2	True	C2H2 ZF		
ZNF596	ZNF596	ENSG00000172748	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF597	ZNF597	ENSG00000167981	1	True	C2H2 ZF		
ZNF598	ZNF598	ENSG00000167962	1	True	C2H2 ZF		
ZNF599	ZNF599	ENSG00000153896	1	True	C2H2 ZF		
ZNF600	ZNF600	ENSG00000189190	1	True	C2H2 ZF		
ZNF605	ZNF605	ENSG00000196458	1	True	C2H2 ZF		
ZNF606	ZNF606	ENSG00000166704	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF607	ZNF607	ENSG00000198182	1	True	C2H2 ZF		
ZNF608	ZNF608	ENSG00000168916	2	True	C2H2 ZF		
ZNF609	ZNF609	ENSG00000180357	1	True	C2H2 ZF		
ZNF610	ZNF610	ENSG00000167554	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF611	ZNF611	ENSG00000213020	1	True	C2H2 ZF		
ZNF613	ZNF613	ENSG00000176024	1	True	C2H2 ZF		
ZNF614	ZNF614	ENSG00000142556	1	True	C2H2 ZF		
ZNF615	ZNF615	ENSG00000197619	1	True	C2H2 ZF		
ZNF616	ZNF616	ENSG00000204611	1	True	C2H2 ZF		
ZNF618	ZNF618	ENSG00000157657	1	True	C2H2 ZF		
ZNF619	ZNF619	ENSG00000177873	1	True	C2H2 ZF		
ZNF620	ZNF620	ENSG00000177842	1	True	C2H2 ZF		
ZNF621	ZNF621	ENSG00000172888	1	True	C2H2 ZF		
ZNF623	ZNF623	ENSG00000183309	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF624	ZNF624	ENSG00000197566	1	True	C2H2 ZF		
ZNF625	ZNF625	ENSG00000257591	1	True	C2H2 ZF		
ZNF626	ZNF626	ENSG00000188171	1	True	C2H2 ZF		
ZNF627	ZNF627	ENSG00000198551	1	True	C2H2 ZF		
ZNF628	ZNF628	ENSG00000197483	1	True	C2H2 ZF		
ZNF629	ZNF629	ENSG00000102870	1	True	C2H2 ZF		
ZNF630	ZNF630	ENSG00000221994	1	True	C2H2 ZF		
ZNF639	ZNF639	ENSG00000121864	1	True	C2H2 ZF		
ZNF641	ZNF641	ENSG00000167528	1	True	C2H2 ZF		
ZNF644	ZNF644	ENSG00000122482	1	True	C2H2 ZF		
ZNF645	CBLL2	ENSG00000175809	1	True	C2H2 ZF		
ZNF646	ZNF646	ENSG00000167395	1	True	C2H2 ZF		
ZNF648	ZNF648	ENSG00000179930	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF649	ZNF649	ENSG00000198093	1	True	C2H2 ZF		
ZNF652	ZNF652	ENSG00000198740	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF653	ZNF653	ENSG00000161914	1	True	C2H2 ZF; AT hook		
ZNF654	ZNF654	ENSG00000175105	1	True	C2H2 ZF		
ZNF655	ZNF655	ENSG00000197343	1	True	C2H2 ZF		
ZNF658	ZNF658	ENSG00000274349	1	True	C2H2 ZF		
ZNF660	ZNF660	ENSG00000144792	1	True	C2H2 ZF		
ZNF662	ZNF662	ENSG00000182983	1	True	C2H2 ZF		
ZNF664	ZNF664	ENSG00000179195	1	True	C2H2 ZF		
ZNF665	ZNF665	ENSG00000197497	1	True	C2H2 ZF		
ZNF667	ZNF667	ENSG00000198046	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF668	ZNF668	ENSG00000167394	1	True	C2H2 ZF		
ZNF669	ZNF669	ENSG00000188295	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF670	ZNF670	ENSG00000277462	1	True	C2H2 ZF		
ZNF671	ZNF671	ENSG00000083814	1	True	C2H2 ZF		
ZNF672	ZNF672	ENSG00000171161	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF674	ZNF674	ENSG00000251192	1	True	C2H2 ZF		
ZNF675	ZNF675	ENSG00000197372	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF676	ZNF676	ENSG00000196109	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF677	ZNF677	ENSG00000197928	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF678	ZNF678	ENSG00000181450	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF679	ZNF679	ENSG00000197123	1	True	C2H2 ZF		
ZNF680	ZNF680	ENSG00000173041	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF681	ZNF681	ENSG00000196172	1	True	C2H2 ZF		
ZNF682	ZNF682	ENSG00000197124	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF683	ZNF683	ENSG00000176083	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF684	ZNF684	ENSG00000117010	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF687	ZNF687	ENSG00000143373	1	True	C2H2 ZF		
ZNF688	ZNF688	ENSG00000229809	1	True	C2H2 ZF		
ZNF689	ZNF689	ENSG00000156853	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF69	ZNF69	ENSG00000198429	1	True	C2H2 ZF		
ZNF691	ZNF691	ENSG00000164011	1	True	C2H2 ZF		
ZNF692	ZNF692	ENSG00000171163	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF695	ZNF695	ENSG00000197472	1	True	C2H2 ZF		
ZNF696	ZNF696	ENSG00000185730	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF697	ZNF697	ENSG00000143067	1	True	C2H2 ZF		
ZNF699	ZNF699	ENSG00000196110	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF7	ZNF7	ENSG00000147789	1	True	C2H2 ZF		
ZNF70	ZNF70	ENSG00000187792	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF700	ZNF700	ENSG00000196757	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF701	ZNF701	ENSG00000167562	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF703	ZNF703	ENSG00000183779	1	True	C2H2 ZF		
ZNF704	ZNF704	ENSG00000164684	1	True	C2H2 ZF		
ZNF705A	ZNF705A	ENSG00000196946	1	True	C2H2 ZF		
ZNF705B	ZNF705B	ENSG00000215356	2	True	C2H2 ZF		
ZNF705D	ZNF705D	ENSG00000215343	1	True	C2H2 ZF		
ZNF705G	ZNF705G	ENSG00000215372	2	True	C2H2 ZF		
ZNF706	ZNF706	ENSG00000120963	1	True	C2H2 ZF		
ZNF707	ZNF707	ENSG00000181135	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF708	ZNF708	ENSG00000182141	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF709	ZNF709	ENSG00000242852	1	True	C2H2 ZF		
ZNF71	ZNF71	ENSG00000197951	1	True	C2H2 ZF		
ZNF710	ZNF710	ENSG00000140548	1	True	C2H2 ZF		
ZNF711	ZNF711	ENSG00000147180	1	True	C2H2 ZF		
ZNF713	ZNF713	ENSG00000178665	1	True	C2H2 ZF		
ZNF714	ZNF714	ENSG00000160352	1	True	C2H2 ZF		
ZNF716	ZNF716	ENSG00000182111	1	True	C2H2 ZF		
ZNF717	ZNF717	ENSG00000227124	1	True	C2H2 ZF		
ZNF718	ZNF718	ENSG00000250312	3	True	C2H2 ZF		
ZNF720	KRBOX5	ENSG00000197302	1	True	Unknown		
ZNF721	ZNF721	ENSG00000182903	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF726	ZNF726	ENSG00000213967	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF727	ZNF727	ENSG00000214652	1	True	C2H2 ZF		
ZNF728	ZNF728	ENSG00000269067	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF729	ZNF729	ENSG00000196350	1	True	C2H2 ZF		
ZNF730	ZNF730	ENSG00000183850	1	True	C2H2 ZF		
ZNF732	ZNF732	ENSG00000186777	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF735	ZNF735	ENSG00000223614	1	True	C2H2 ZF		
ZNF736	ZNF736	ENSG00000234444	2	True	C2H2 ZF		
ZNF737	ZNF737	ENSG00000237440	1	True	C2H2 ZF		
ZNF74	ZNF74	ENSG00000185252	1	True	C2H2 ZF		
ZNF740	ZNF740	ENSG00000139651	1	True	C2H2 ZF	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers
ZNF746	ZNF746	ENSG00000181220	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF747	ZNF747	ENSG00000169955	1	True	C2H2 ZF		
ZNF749	ZNF749	ENSG00000186230	1	True	C2H2 ZF		
ZNF750	ZNF750	ENSG00000141579	1	True	C2H2 ZF		
ZNF75A	ZNF75A	ENSG00000162086	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF75D	ZNF75D	ENSG00000186376	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF76	ZNF76	ENSG00000065029	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF761	ZNF761	ENSG00000160336	1	True	C2H2 ZF		
ZNF763	ZNF763	ENSG00000197054	1	True	C2H2 ZF		
ZNF764	ZNF764	ENSG00000169951	1	True	C2H2 ZF		
ZNF765	ZNF765	ENSG00000196417	2	True	C2H2 ZF		
ZNF766	ZNF766	ENSG00000196214	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF768	ZNF768	ENSG00000169957	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF77	ZNF77	ENSG00000175691	1	True	C2H2 ZF		
ZNF770	ZNF770	ENSG00000198146	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF771	ZNF771	ENSG00000179965	1	True	C2H2 ZF		
ZNF772	ZNF772	ENSG00000197128	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF773	ZNF773	ENSG00000152439	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF774	ZNF774	ENSG00000196391	1	True	C2H2 ZF		
ZNF775	ZNF775	ENSG00000196456	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF776	ZNF776	ENSG00000152443	1	True	C2H2 ZF		
ZNF777	ZNF777	ENSG00000196453	1	True	C2H2 ZF		
ZNF778	ZNF778	ENSG00000170100	1	True	C2H2 ZF		
ZNF780A	ZNF780A	ENSG00000197782	1	True	C2H2 ZF		
ZNF780B	ZNF780B	ENSG00000128000	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF781	ZNF781	ENSG00000290988	1	True	C2H2 ZF		
ZNF782	ZNF782	ENSG00000196597	1	True	C2H2 ZF		
ZNF783	ZNF783	ENSG00000204946	1	True	C2H2 ZF		
ZNF784	ZNF784	ENSG00000179922	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF785	ZNF785	ENSG00000197162	1	True	C2H2 ZF		
ZNF786	ZNF786	ENSG00000197362	1	True	C2H2 ZF		
ZNF787	ZNF787	ENSG00000142409	1	True	C2H2 ZF		
ZNF789	ZNF789	ENSG00000198556	1	True	C2H2 ZF		
ZNF79	ZNF79	ENSG00000196152	1	True	C2H2 ZF		
ZNF790	ZNF790	ENSG00000197863	2	True	C2H2 ZF		
ZNF791	ZNF791	ENSG00000173875	1	True	C2H2 ZF		
ZNF792	ZNF792	ENSG00000180884	1	True	C2H2 ZF		
ZNF793	ZNF793	ENSG00000188227	1	True	C2H2 ZF		
ZNF799	ZNF799	ENSG00000196466	1	True	C2H2 ZF		
ZNF8	ZNF8	ENSG00000278129	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF80	ZNF80	ENSG00000174255	1	True	C2H2 ZF		
ZNF800	ZNF800	ENSG00000048405	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF804A	ZNF804A	ENSG00000170396	1	True	C2H2 ZF		
ZNF804B	ZNF804B	ENSG00000182348	1	True	C2H2 ZF		
ZNF805	ZNF805	ENSG00000204524	1	True	C2H2 ZF		
ZNF808	ZNF808	ENSG00000198482	2	True	C2H2 ZF		
ZNF81	ZNF81	ENSG00000197779	1	True	C2H2 ZF		
ZNF813	ZNF813	ENSG00000198346	1	True	C2H2 ZF		
ZNF814	ZNF814	ENSG00000204514	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF816	ZNF816	ENSG00000180257	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF821	ZNF821	ENSG00000102984	1	True	C2H2 ZF		
ZNF823	ZNF823	ENSG00000197933	1	True	C2H2 ZF		
ZNF827	ZNF827	ENSG00000151612	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF829	ZNF829	ENSG00000185869	1	True	C2H2 ZF		
ZNF83	ZNF83	ENSG00000167766	3	True	C2H2 ZF		
ZNF830	ZNF830	ENSG00000198783	1	True	C2H2 ZF		
ZNF831	ZNF831	ENSG00000124203	1	True	C2H2 ZF	C2H2 zinc finger factors	Factors with multiple dispersed zinc fingers
ZNF835	ZNF835	ENSG00000127903	1	True	C2H2 ZF		
ZNF836	ZNF836	ENSG00000196267	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF837	ZNF837	ENSG00000152475	1	True	C2H2 ZF		
ZNF839	ZNF839	ENSG00000022976	1	True	C2H2 ZF		
ZNF84	ZNF84	ENSG00000198040	1	True	C2H2 ZF		
ZNF841	ZNF841	ENSG00000197608	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF843	ZNF843	ENSG00000176723	1	True	C2H2 ZF		
ZNF844	ZNF844	ENSG00000223547	1	True	C2H2 ZF		
ZNF845	ZNF845	ENSG00000213799	1	True	C2H2 ZF		
ZNF846	ZNF846	ENSG00000196605	1	True	C2H2 ZF		
ZNF85	ZNF85	ENSG00000105750	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF850	ZNF850	ENSG00000267041	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF852	ZNF852	ENSG00000178917	1	True	C2H2 ZF		
ZNF853	ZNF853	ENSG00000236609	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF860	ZNF860	ENSG00000197385	1	True	C2H2 ZF		
ZNF862	ZNF862	ENSG00000106479	1	True	Unknown		
ZNF865	ZNF865	ENSG00000261221	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF878	ZNF878	ENSG00000257446	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF879	ZNF879	ENSG00000234284	1	True	C2H2 ZF		
ZNF880	ZNF880	ENSG00000221923	1	True	C2H2 ZF		
ZNF883	ZNF883	ENSG00000228623	1	True	C2H2 ZF		
ZNF888	ZNF888	ENSG00000213793	2	True	C2H2 ZF		
ZNF891	ZNF891	ENSG00000214029	1	True	C2H2 ZF		
ZNF90	ZNF90	ENSG00000213988	1	True	C2H2 ZF		
ZNF91	ZNF91	ENSG00000167232	1	True	C2H2 ZF		
ZNF92	ZNF92	ENSG00000146757	1	True	C2H2 ZF		
ZNF93	ZNF93	ENSG00000184635	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZNF98	ZNF98	ENSG00000197360	1	True	C2H2 ZF		
ZNF99	ZNF99	ENSG00000213973	1	True	C2H2 ZF		
ZNFX1	ZNFX1	ENSG00000124201	1	True	Unknown		
ZSCAN1	ZSCAN1	ENSG00000152467	1	True	C2H2 ZF		
ZSCAN10	ZSCAN10	ENSG00000130182	1	True	C2H2 ZF		
ZSCAN12	ZSCAN12	ENSG00000158691	1	True	C2H2 ZF		
ZSCAN16	ZSCAN16	ENSG00000196812	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZSCAN18	ZSCAN18	ENSG00000121413	2	True	C2H2 ZF		
ZSCAN2	ZSCAN2	ENSG00000176371	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZSCAN20	ZSCAN20	ENSG00000121903	1	True	C2H2 ZF		
ZSCAN21	ZSCAN21	ENSG00000166529	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZSCAN22	ZSCAN22	ENSG00000182318	1	True	C2H2 ZF		
ZSCAN23	ZSCAN23	ENSG00000187987	1	True	C2H2 ZF		
ZSCAN25	ZSCAN25	ENSG00000197037	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZSCAN26	ZSCAN26	ENSG00000197062	1	True	C2H2 ZF		
ZSCAN29	ZSCAN29	ENSG00000140265	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZSCAN30	ZSCAN30	ENSG00000186814	1	True	C2H2 ZF		
ZSCAN31	ZSCAN31	ENSG00000235109	2	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZSCAN32	ZSCAN32	ENSG00000140987	1	True	C2H2 ZF		
ZSCAN5A	ZSCAN5A	ENSG00000131848	2	True	C2H2 ZF		
ZSCAN5B	ZSCAN5B	ENSG00000197213	2	True	C2H2 ZF		
ZSCAN9	ZSCAN9	ENSG00000137185	1	True	C2H2 ZF		
ZUFSP	ZUP1	ENSG00000153975	1	True	C2H2 ZF		
ZXDA	ZXDA	ENSG00000198205	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZXDB	ZXDB	ENSG00000198455	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZXDC	ZXDC	ENSG00000070476	1	True	C2H2 ZF	C2H2 zinc finger factors	More than 3 adjacent zinc fingers
ZZZ3	ZZZ3	ENSG00000036549	1	True	Myb/SANT		
