gene_symbol	hgnc_approved_symbol	n_promoters_in_target_library	ensembl_gene_id	ensembl_gene_id_source	in_lambert_2018	lambert_2018_is_tf	lambert_2018_dbd	lambert_2018_tf_assessment	lambert_2018_binding_mode	in_jaspar_core	jaspar_matrix_ids	jaspar_base_ids	jaspar_tf_class	jaspar_tf_family	jaspar_uniprot_ids
MSANTD1	MSANTD1	1	ENSG00000188981	gtf_direct	True	Yes	MADF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2598.1	MA2598	Tryptophan cluster factors	Myb-SANT	Q6ZTZ1
MSANTD3	MSANTD3	1	ENSG00000066697	gtf_direct	True	Yes	MADF	Known motif	Monomer or homomultimer	True	MA1523.1;MA1523.2	MA1523	Tryptophan cluster factors	Myb/SANT domain factors	Q96H12
MSANTD4	MSANTD4	1	ENSG00000170903	gtf_direct	True	Yes	Myb/SANT	Likely to be sequence specific TF	Low specificity DNA-binding protein	True	MA2558.1	MA2558	Tryptophan cluster factors	Myb-SANT	Q8NCY6
MSC	MSC	1	ENSG00000178860	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0665.1	MA0665	Basic helix-loop-helix factors (bHLH)	Tal-related	O60682
MSGN1	MSGN1	1	ENSG00000151379	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA1524.1	MA1524	Basic helix-loop-helix factors (bHLH)	Tal-related	A6NI15
MSLN	MSLN	1	ENSG00000102854	gtf_direct	False					False					
MSX1	MSX1	1	ENSG00000163132	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0666.1;MA0666.2;MA0666.3	MA0666	Homeo domain factors	NK	P28360
MSX2	MSX2	1	ENSG00000120149	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0708.1;MA0708.2;MA0708.3	MA0708	Homeo domain factors	NK	P35548
MTA1	MTA1	1	ENSG00000182979	gtf_direct	True	No	Myb/SANT; GATA	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
MTA2	MTA2	1	ENSG00000149480	gtf_direct	True	No	Myb/SANT; GATA	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
MTA3	MTA3	1	ENSG00000057935	gtf_direct	True	No	Myb/SANT; GATA	Unlikely to be sequence specific TF	Low specificity DNA-binding protein	False					
MTERF	MTERF1	1	ENSG00000127989	hgnc_alias	True	Yes	mTERF	Known motif	Monomer or homomultimer	False					
MTERFD1	MTERF3	1	ENSG00000156469	hgnc_alias	True	Yes	mTERF	Likely to be sequence specific TF	Monomer or homomultimer	False					
MTERFD2	MTERF4	1	ENSG00000122085	hgnc_alias	True	Yes	mTERF	Likely to be sequence specific TF	Monomer or homomultimer	False					
MTERFD3	MTERF2	1	ENSG00000120832	hgnc_alias	True	Yes	mTERF	Likely to be sequence specific TF	Monomer or homomultimer	False					
MTF1	MTF1	1	ENSG00000188786	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0863.1	MA0863	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	Q14872
MTF2	MTF2	1	ENSG00000143033	gtf_direct	True	Yes	Unknown	Known motif	Monomer or homomultimer	False					
MXD1	MXD1	1	ENSG00000059728	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	False					
MXD3	MXD3	1	ENSG00000213347	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	False					
MXD4	MXD4	1	ENSG00000123933	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	False					
MXI1	MXI1	2	ENSG00000119950	gtf_direct	True	Yes	bHLH	Known motif	Obligate heteromer	True	MA1108.1;MA1108.2;MA1108.3	MA1108	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP	P50539
MYB	MYB	1	ENSG00000118513	gtf_direct	True	Yes	Myb/SANT	Known motif	Monomer or homomultimer	True	MA0100.3;MA0100.4	MA0100	Tryptophan cluster factors	Myb/SANT domain factors	P10242
MYBBP1A	MYBBP1A	1	ENSG00000132382	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MYBL1	MYBL1	1	ENSG00000185697	gtf_direct	True	Yes	Myb/SANT	Known motif	Monomer or homomultimer	True	MA0776.1	MA0776	Tryptophan cluster factors	Myb/SANT domain factors	P10243
MYBL2	MYBL2	1	ENSG00000101057	gtf_direct	True	Yes	Myb/SANT	Known motif	Monomer or homomultimer	True	MA0777.1	MA0777	Tryptophan cluster factors	Myb/SANT domain factors	P10244
MYC	MYC	1	ENSG00000136997	gtf_direct	True	Yes	bHLH	Known motif	Obligate heteromer	True	MA0147.3;MA0147.4	MA0147	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP	P01106
MYCBP	MYCBP	1	ENSG00000214114	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MYCL	MYCL	1	ENSG00000116990	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	False					
MYCN	MYCN	2	ENSG00000134323	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0104.4;MA0104.5	MA0104	Basic helix-loop-helix factors (bHLH)	bHLH-ZIP	P04198
MYEF2	MYEF2	1	ENSG00000104177	gtf_direct	True	No	Unknown	ssDNA/RNA binding	Not a DNA binding protein	False					
MYF5	MYF5	1	ENSG00000111049	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA1641.1;MA1641.2	MA1641	Basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors	P13349
MYF6	MYF6	1	ENSG00000111046	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0667.1	MA0667	Basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors	P23409
MYNN	MYNN	1	ENSG00000085274	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	False					
MYOCD	MYOCD	1	ENSG00000141052	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
MYOD1	MYOD1	1	ENSG00000129152	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0499.2;MA0499.3	MA0499	Basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors	P15172
MYOG	MYOG	1	ENSG00000122180	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0500.2;MA0500.3	MA0500	Basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors	P15173
MYPOP	MYPOP	1	ENSG00000176182	gtf_direct	True	Yes	Myb/SANT	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2535.1	MA2535	Tryptophan cluster factors	Myb-SANT	Q86VE0
MYRF	MYRF	2	ENSG00000124920	gtf_direct	True	Yes	Ndt80/PhoG	Known motif	Monomer or homomultimer	False					
MYRFL	MYRFL	1	ENSG00000166268	gtf_direct	True	Yes	Ndt80/PhoG	Likely to be sequence specific TF	Monomer or homomultimer	False					
MYSM1	MYSM1	1	ENSG00000162601	gtf_direct	True	Yes	Myb/SANT	Likely to be sequence specific TF	Low specificity DNA-binding protein	False					
MYT1	MYT1	1	ENSG00000196132	gtf_direct	True	Yes	C2H2 ZF	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2506.1	MA2506	C2HC	MYT	Q01538
MYT1L	MYT1L	1	ENSG00000186487	gtf_direct	True	Yes	C2H2 ZF	Inferred motif	Monomer or homomultimer	True	MA2682.1	MA2682	C2HC	MYT	Q9UL68
MZF1	MZF1	1	ENSG00000099326	gtf_direct	True	Yes	C2H2 ZF	Known motif	Monomer or homomultimer	True	MA0056.1;MA0056.2;MA0056.3	MA0056	C2H2 zinc finger factors	More than 3 adjacent zinc fingers	P28698
NACC2	NACC2	1	ENSG00000148411	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	True	MA2507.1;MA2559.1	MA2507;MA2559	C2H2 zinc finger factors	Other factors with up to three adjacent zinc fingers	Q96BF6
NAIF1	NAIF1	1	ENSG00000171169	gtf_direct	True	Yes	MADF	Inferred motif	Monomer or homomultimer	False					
NANOG	NANOG	1	ENSG00000111704	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
NANOGNB	NANOGNB	1	ENSG00000205857	gtf_direct	True	Yes	Homeodomain	Likely to be sequence specific TF	Monomer or homomultimer	False					
NCL	NCL	2	ENSG00000115053	gtf_direct	False					False					
NCOA1	NCOA1	1	ENSG00000084676	gtf_direct	True	Yes	bHLH	Likely to be sequence specific TF	Obligate heteromer	False					
NCOA2	NCOA2	1	ENSG00000140396	gtf_direct	True	Yes	bHLH	Likely to be sequence specific TF	Obligate heteromer	False					
NCOA3	NCOA3	1	ENSG00000124151	gtf_direct	True	Yes	bHLH	Likely to be sequence specific TF	Obligate heteromer	False					
NCOA6	NCOA6	1	ENSG00000198646	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NCOR1	NCOR1	1	ENSG00000141027	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NCOR2	NCOR2	2	ENSG00000196498	gtf_direct	True	No	Myb/SANT	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NELFE	NELFE	1	ENSG00000204356	gtf_direct	False					False					
NEUROD1	NEUROD1	1	ENSG00000162992	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA1109.1;MA1109.2	MA1109	Basic helix-loop-helix factors (bHLH)	Tal-related	Q13562
NEUROD2	NEUROD2	1	ENSG00000171532	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0668.1	MA0668	Basic helix-loop-helix factors (bHLH)	Tal-related	Q15784
NEUROD4	NEUROD4	1	ENSG00000123307	gtf_direct	True	Yes	bHLH	Inferred motif	Monomer or homomultimer	False					
NEUROD6	NEUROD6	1	ENSG00000164600	gtf_direct	True	Yes	bHLH	Inferred motif	Monomer or homomultimer	False					
NEUROG1	NEUROG1	1	ENSG00000181965	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0623.2	MA0623	Basic helix-loop-helix factors (bHLH)	Tal-related	Q92886
NEUROG2	NEUROG2	1	ENSG00000178403	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0669.1;MA1642.1;MA1642.2	MA0669;MA1642	Basic helix-loop-helix factors (bHLH)	Tal-related	Q9H2A3
NEUROG3	NEUROG3	1	ENSG00000122859	gtf_direct	True	Yes	bHLH	Inferred motif	Monomer or homomultimer	False					
NF1	NF1	1	ENSG00000196712	gtf_direct	False					False					
NFAT5	NFAT5	1	ENSG00000102908	gtf_direct	True	Yes	Rel	Known motif	Monomer or homomultimer	False					
NFATC1	NFATC1	2	ENSG00000131196	gtf_direct	True	Yes	Rel	Known motif	Monomer or homomultimer	False					
NFATC2	NFATC2	2	ENSG00000101096	gtf_direct	True	Yes	Rel	Known motif	Monomer or homomultimer	False					
NFATC3	NFATC3	1	ENSG00000072736	gtf_direct	True	Yes	Rel	Known motif	Monomer or homomultimer	True	MA0625.1;MA0625.2;MA0625.3	MA0625	Rel homology region (RHR) factors	NFAT-related factors	Q12968
NFATC4	NFATC4	1	ENSG00000100968	gtf_direct	True	Yes	Rel	Known motif	Monomer or homomultimer	True	MA1525.1;MA1525.2;MA1525.3	MA1525	Rel homology region (RHR) factors	NFAT-related factors	Q14934
NFE2	NFE2	1	ENSG00000123405	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0841.1;MA0841.2	MA0841	Basic leucine zipper factors (bZIP)	Jun-related	Q16621
NFE2L1	NFE2L1	1	ENSG00000082641	gtf_direct	True	Yes	bZIP	Known motif	Obligate heteromer	False					
NFE2L2	NFE2L2	2	ENSG00000116044	gtf_direct	True	Yes	bZIP	Known motif	Obligate heteromer	True	MA0150.1	MA0150	Basic leucine zipper factors (bZIP)	Jun-related	Q16236
NFE2L3	NFE2L3	1	ENSG00000050344	gtf_direct	True	Yes	bZIP	Known motif	Obligate heteromer	False					
NFE4	NFE4	1	ENSG00000230257	gtf_direct	True	Yes	Unknown	Known motif	Obligate heteromer	False					
NFIA	NFIA	1	ENSG00000162599	gtf_direct	True	Yes	SMAD	Known motif	Monomer or homomultimer	True	MA0670.1;MA0670.2	MA0670	SMAD/NF-1 DNA-binding domain factors	Nuclear factor 1	Q12857
NFIB	NFIB	1	ENSG00000147862	gtf_direct	True	Yes	SMAD	Known motif	Monomer or homomultimer	True	MA1643.1;MA1643.2	MA1643	SMAD/NF-1 DNA-binding domain factors	Nuclear factor 1	O00712
NFIC	NFIC	2	ENSG00000141905	gtf_direct	True	Yes	SMAD	Known motif	Monomer or homomultimer	True	MA0161.1;MA0161.2;MA0161.3;MA1527.1;MA1527.2	MA0161;MA1527	SMAD/NF-1 DNA-binding domain factors	Nuclear factor 1	P08651
NFIL3	NFIL3	1	ENSG00000165030	gtf_direct	True	Yes	bZIP	Known motif	Monomer or homomultimer	True	MA0025.1;MA0025.2;MA0025.3	MA0025	Basic leucine zipper factors (bZIP)	CEBP-related	Q16649
NFIX	NFIX	2	ENSG00000008441	gtf_direct	True	Yes	SMAD	Known motif	Monomer or homomultimer	True	MA0671.1;MA0671.2;MA1528.1;MA1528.2	MA0671;MA1528	SMAD/NF-1 DNA-binding domain factors	Nuclear factor 1	Q14938
NFKB1	NFKB1	1	ENSG00000109320	gtf_direct	True	Yes	Rel	Known motif	Monomer or homomultimer	True	MA0105.2;MA0105.3;MA0105.4	MA0105	Rel homology region (RHR) factors	NF-kappaB-related factors	P19838
NFKB2	NFKB2	1	ENSG00000077150	gtf_direct	True	Yes	Rel	Known motif	Monomer or homomultimer	True	MA0778.1;MA0778.2	MA0778	Rel homology region (RHR) factors	NF-kappaB-related factors	Q00653
NFKBIA	NFKBIA	2	ENSG00000100906	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NFKBIB	NFKBIB	1	ENSG00000104825	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NFKBID	NFKBID	2	ENSG00000167604	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NFKBIE	NFKBIE	1	ENSG00000146232	gtf_direct	False					False					
NFKBIL1	NFKBIL1	1	ENSG00000204498	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NFKBIZ	NFKBIZ	2	ENSG00000144802	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NFRKB	NFRKB	1	ENSG00000170322	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NFX1	NFX1	1	ENSG00000086102	gtf_direct	True	Yes	NFX	Likely to be sequence specific TF	Monomer or homomultimer	False					
NFXL1	NFXL1	1	ENSG00000170448	gtf_direct	True	Yes	NFX	Likely to be sequence specific TF	Monomer or homomultimer	False					
NFYA	NFYA	1	ENSG00000001167	gtf_direct	True	Yes	CBF/NF-Y	Known motif	Obligate heteromer	True	MA0060.2;MA0060.3;MA0060.4	MA0060	Heteromeric CCAAT-binding factors	Heteromeric CCAAT-binding	P23511
NFYB	NFYB	1	ENSG00000120837	gtf_direct	True	Yes	Unknown	Known motif	Obligate heteromer	True	MA0502.1;MA0502.2;MA0502.3	MA0502	Heteromeric CCAAT-binding factors	Heteromeric CCAAT-binding	P25208
NFYC	NFYC	1	ENSG00000066136	gtf_direct	True	Yes	Unknown	Known motif	Obligate heteromer	True	MA1644.1;MA1644.2	MA1644	Heteromeric CCAAT-binding factors	Heteromeric CCAAT-binding	Q13952
NHLH1	NHLH1	1	ENSG00000171786	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA0048.1;MA0048.2;MA0048.3	MA0048	Basic helix-loop-helix factors (bHLH)	Tal-related	Q02575
NHLH2	NHLH2	1	ENSG00000177551	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	True	MA1529.1;MA1529.2	MA1529	Basic helix-loop-helix factors (bHLH)	Tal-related	Q02577
NHP2	NHP2	1	ENSG00000145912	gtf_direct	False					False					
NKRF	NKRF	1	ENSG00000186416	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
NKX1-1	NKX1-1	1	ENSG00000235608	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
NKX1-2	NKX1-2	1	ENSG00000229544	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
NKX2-1	NKX2-1	1	ENSG00000136352	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
NKX2-2	NKX2-2	1	ENSG00000125820	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA1645.1;MA1645.2	MA1645	Homeo domain factors	NK	O95096
NKX2-3	NKX2-3	1	ENSG00000119919	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0672.1;MA0672.2	MA0672	Homeo domain factors	NK	Q8TAU0
NKX2-4	NKX2-4	1	ENSG00000125816	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA2003.1;MA2003.2	MA2003	Homeo domain factors	NK	Q9H2Z4
NKX2-5	NKX2-5	1	ENSG00000183072	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0063.2;MA0063.3	MA0063	Homeo domain factors	NK	P52952
NKX2-6	NKX2-6	1	ENSG00000180053	gtf_direct	True	Yes	Homeodomain	Inferred motif	Monomer or homomultimer	False					
NKX2-8	NKX2-8	1	ENSG00000136327	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0673.1;MA0673.2	MA0673	Homeo domain factors	NK	O15522
NKX3-1	NKX3-1	1	ENSG00000167034	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0124.1	MA0124	Homeo domain factors	NK	Q99801
NKX3-2	NKX3-2	1	ENSG00000109705	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0122.2	MA0122	Homeo domain factors	NK	P78367
NKX6-1	NKX6-1	1	ENSG00000163623	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0674.1;MA0674.2	MA0674	Homeo domain factors	NK	P78426
NKX6-2	NKX6-2	1	ENSG00000148826	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0675.1;MA0675.2	MA0675	Homeo domain factors	NK	Q9C056
NKX6-3	NKX6-3	1	ENSG00000165066	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA1530.1;MA1530.2	MA1530	Homeo domain factors	NK	A6NJ46
NME1-NME2	NME1-NME2	1	ENSG00000011052	gtf_direct	False					False					
NME2	NME2	1	ENSG00000243678	gtf_direct	True	Yes	Unknown	Likely to be sequence specific TF	Monomer or homomultimer	False					
NMI	NMI	1	ENSG00000123609	gtf_direct	False					False					
NOBOX	NOBOX	2	ENSG00000106410	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	False					
NOC3L	NOC3L	1	ENSG00000173145	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NONO	NONO	1	ENSG00000147140	gtf_direct	True	No	Unknown	ssDNA/RNA binding	Not a DNA binding protein	False					
NOTCH1	NOTCH1	2	ENSG00000148400	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NOTCH2	NOTCH2	1	ENSG00000134250	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NOTO	NOTO	1	ENSG00000214513	gtf_direct	True	Yes	Homeodomain	Known motif	Monomer or homomultimer	True	MA0710.1;MA0710.2	MA0710	Homeo domain factors	NK	A8MTQ0
NOV	CCN3	1	ENSG00000136999	hgnc_alias	False					False					
NPAS1	NPAS1	1	ENSG00000130751	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	False					
NPAS2	NPAS2	1	ENSG00000170485	gtf_direct	True	Yes	bHLH	Known motif	Monomer or homomultimer	False					
NPAS3	NPAS3	1	ENSG00000151322	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	True	MA2683.1	MA2683	Basic helix-loop-helix factors (bHLH)	PAS	Q8IXF0
NPAS4	NPAS4	1	ENSG00000174576	gtf_direct	True	Yes	bHLH	Inferred motif	Obligate heteromer	False					
NR0B1	NR0B1	1	ENSG00000169297	gtf_direct	True	Yes	Unknown	Known motif	Obligate heteromer	False					
NR0B2	NR0B2	1	ENSG00000131910	gtf_direct	True	No	Unknown	Unlikely to be sequence specific TF	Not a DNA binding protein	False					
NR1D1	NR1D1	1	ENSG00000126368	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA1531.1;MA1531.2	MA1531	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	P20393
NR1D2	NR1D2	1	ENSG00000174738	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA1532.1;MA1532.2	MA1532	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	Q14995
NR1H2	NR1H2	1	ENSG00000131408	gtf_direct	True	Yes	Nuclear receptor	Known motif	Obligate heteromer	False					
NR1H3	NR1H3	2	ENSG00000025434	gtf_direct	True	Yes	Nuclear receptor	Inferred motif	Obligate heteromer	False					
NR1H4	NR1H4	1	ENSG00000012504	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA1110.1	MA1110	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	Q96RI1
NR1I2	NR1I2	1	ENSG00000144852	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA1533.1;MA1533.2	MA1533	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	O75469
NR1I3	NR1I3	1	ENSG00000143257	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA1534.1;MA1534.2	MA1534	Nuclear receptors with C4 zinc fingers	Thyroid hormone receptor-related factors (NR1)	Q14994
NR2C1	NR2C1	1	ENSG00000120798	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA1535.1;MA1535.2	MA1535	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	P13056
NR2C2	NR2C2	1	ENSG00000177463	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0504.1;MA0504.2;MA1536.1;MA1536.2	MA0504;MA1536	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	P49116
NR2E1	NR2E1	1	ENSG00000112333	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	False					
NR2E3	NR2E3	1	ENSG00000278570	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	False					
NR2F1	NR2F1	1	ENSG00000175745	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0017.1;MA0017.2;MA0017.3;MA1537.1;MA1537.2;MA1538.1	MA0017;MA1537;MA1538	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	P10589
NR2F2	NR2F2	1	ENSG00000185551	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA1111.1;MA1111.2	MA1111	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	P24468
NR2F6	NR2F6	1	ENSG00000160113	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA1539.1	MA1539	Nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	P10588
NR3C1	NR3C1	1	ENSG00000113580	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0113.3;MA0113.4	MA0113	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	P04150
NR3C2	NR3C2	1	ENSG00000151623	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0727.1;MA0727.2	MA0727	Nuclear receptors with C4 zinc fingers	Steroid hormone receptors (NR3)	P08235
NR4A1	NR4A1	1	ENSG00000123358	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA1112.1;MA1112.2;MA1112.3	MA1112	Nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)	P22736
NR4A2	NR4A2	2	ENSG00000153234	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	True	MA0160.2;MA0160.3	MA0160	Nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)	P43354
NR4A3	NR4A3	1	ENSG00000119508	gtf_direct	True	Yes	Nuclear receptor	Known motif	Monomer or homomultimer	False					
